-23.192720    -89.608315    71.787209    54.461426    28.945570    -50.775959
-23.555033    -89.405922    71.582809    54.927711    29.228220    -51.182644
-23.908327    -89.204239    71.378304    55.373280    29.505852    -51.569820
-24.252453    -89.003616    71.174057    55.798756    29.778164    -51.938137
-24.587265    -88.804390    70.970436    56.204739    30.044868    -52.288223
-24.912624    -88.606926    70.767822    56.591812    30.305685    -52.620693
-25.228388    -88.411575    70.566605    56.960545    30.560347    -52.936134
-25.534428    -88.218697    70.367172    57.311474    30.808590    -53.235126
-25.830610    -88.028656    70.169945    57.645126    31.050161    -53.518219
-26.116810    -87.841812    69.975327    57.962006    31.284821    -53.785954
-26.392902    -87.658531    69.783737    58.262589    31.512325    -54.038849
-26.658762    -87.479179    69.595596    58.547340    31.732445    -54.277393
-26.914268    -87.304131    69.411346    58.816700    31.944956    -54.502079
-27.159300    -87.133751    69.231415    59.071083    32.149635    -54.713356
-27.393736    -86.968407    69.056244    59.310886    32.346264    -54.911667
-27.617455    -86.808464    68.886261    59.536488    32.534641    -55.097427
-27.830338    -86.654282    68.721924    59.748234    32.714550    -55.271042
-28.032259    -86.506233    68.563667    59.946461    32.885788    -55.432880
-28.223095    -86.364670    68.411934    60.131470    33.048157    -55.583305
-28.402718    -86.229958    68.267166    60.303547    33.201454    -55.722649
-28.571001    -86.102432    68.129784    60.462955    33.345490    -55.851223
-28.727810    -85.982452    68.000229    60.609928    33.480061    -55.969315
-28.873007    -85.870354    67.878929    60.744671    33.604977    -56.077183
-29.006453    -85.766472    67.766289    60.867374    33.720043    -56.175072
-29.128002    -85.671127    67.662712    60.978191    33.825073    -56.263191
-29.237501    -85.584648    67.568604    61.077255    33.919868    -56.341724
-29.334797    -85.507324    67.484337    61.164665    34.004238    -56.410828
-29.419720    -85.439468    67.410286    61.240498    34.077991    -56.470623
-29.492105    -85.381355    67.346794    61.304783    34.140934    -56.521206
-29.551771    -85.333267    67.294205    61.357536    34.192871    -56.562637
-29.598532    -85.295464    67.252823    61.398731    34.233612    -56.594936
-29.632193    -85.268181    67.222946    61.428303    34.262959    -56.618099
-29.652548    -85.251656    67.204842    61.446148    34.280712    -56.632065
-29.659380    -85.246101    67.198761    61.452137    34.286674    -56.636749
